lab;filter_name;shelf;name;weight;unit;producer;quantity;code;sds
E0.22;A;;ACETIC ACID;500;mL;SIGMA ALDRICH;2;A6283;https://www.sigmaaldrich.com/IT/en/sds/sigald/a6283
E0.22;A;;ACETIC ACID;1;L;SUPELCO;1;1.603.231.003;https://www.sigmaaldrich.com/IT/en/sds/mm/1.60323
E0.22;A;;ACETIC ACID;1;L;SIGMA ALDRICH;1;A6283;https://www.sigmaaldrich.com/IT/en/sds/sigald/a6283
E0.22;A;;ACETIC ACID glacial 100%;1;L;SAFC;2;ARK2183;https://www.sigmaaldrich.com/IT/en/sds/sial/ark2183
E0.22;A;;ACETIC ACID glacial 100%;2,5;L;SUPELCO;2;1.000.632.500;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00063
E0.22;A;;ACETIC ACID glacial 100%;2,5;L;MERCK;2;1.018.302.500;https://www.sigmaaldrich.com/IT/en/sds/mm/1.01830
E0.22;A;;ACETONE;1;L;SUPELCO;2;1.000.141.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00014
E0.22;A;;ACETONITRILE;2,5;L;Honeywell;4;34851;https://lab.honeywell.com/sm/api/rc/documents/download/34851-2.5L_SDS_GB_E?appId=76&catNo=34851-2.5L&matnr=10193144&lang=E&country=GB&type=SDS
E0.22;B;;BORIC ACID;500;g;SIGMA-ALDRICH;1;B6768;https://www.sigmaaldrich.com/IT/en/sds/sigma/b6768
E0.22;B;;BORIC ACID;1;Kg;SIGMA-ALDRICH;1;11607;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00160
E0.22;B;;BUTYRIC ACID 99%;250;mL;J.T.BAKER;1;934030;https://www.alfa.com/it/msds/?language=EN&subformat=CLP1&sku=L13189
E0.22;C;;Chloramphenicol;5;g;SIGMA-ALDRICH;1;C0378;https://www.sigmaaldrich.com/IT/en/sds/sigma/c0378
E0.22;C;;CHLOROFORM;1;L;SIGMA-ALDRICH;2;C2432;https://www.sigmaaldrich.com/IT/en/sds/sigald/c2432
E0.22;C;;CHLOROFORM: isoamyl alcohol 24:1;500;ml;FLUKA;1;25666;https://www.sigmaaldrich.com/IT/en/sds/sial/25666
E0.22;D;;DICLOROMETHANE;2,5;L;FLUKA;2;34411;https://lab.honeywell.com/sm/api/rc/documents/download/34411-2.5L_SDS_GB_E?appId=76&catNo=34411-2.5L&matnr=10192812&lang=E&country=GB&type=SDS
E0.22;D;;DICLOROMETHANE;1;L;Honeywell;1;24233;https://lab.honeywell.com/sm/api/rc/documents/download/24233-2.5L_SDS_GB_E?appId=76&catNo=24233-2.5L&matnr=10189855&lang=E&country=GB&type=SDS
E0.22;D;;DIMETHYL DISULFIDE;25;mL;SIGMA-ALDRICH;1;528013;https://www.sigmaaldrich.com/IT/en/sds/aldrich/528013
E0.22;D;;DIMETHYL SULFIDE 99%;500;mL;J.T.BAKER;1;593537;https://assets.thermofisher.com/DirectWebViewer/private/document.aspx?prd=ALFAA22949~~PDF~~MTR~~AGHS~~EN~~2020-02-15%2009:57:42~~Dimethyl%20sulfide~~
E0.22;D;;DIMETHYL TRISULFIDE, 98%;25;g;J.T.BAKER;1;519060;https://assets.thermofisher.com/DirectWebViewer/private/document.aspx?prd=ALFAAH32913~~PDF~~MTR~~CLP1~~EN~~2022-02-02%2006:05:16~~Dimethyl%20trisulfide~~
E0.22;E;;ETHANOL;1;L;Appli Chem;3;A8075;https://www.itwreagents.com/download_file/sds/A8075/eu/sds_A8075_en.pdf
E0.22;E;;ETHANOL 96%;2,5;L;VWR;1;20.823.327;https://it.vwr.com/assetsvc/asset/en_GB/id/7666177/contents
E0.22;E;;ETHANOL ABSOLUTE;2,5;L;SUPELCO;1;1.070.172.511;https://www.sigmaaldrich.com/IT/en/sds/mm/1.07017
E0.22;E;;ETHANOL commercial ;3;L;Bio-ethanol;1;;
E0.22;E;;ETHYL ACETATE;1;L;FLUKA;1;45770;https://www.sigmaaldrich.com/IT/en/sds/sial/537446
E0.22;E;;ETHYL ACETATE;1;L;SIGMA-ALDRICH;2;270989;https://www.sigmaaldrich.com/IT/en/sds/sial/270989
E0.22;E;;ETHYL ACETATE;2,5;L;J.T.BAKER;1;8037;https://it.vwr.com/assetsvc/asset/en_GB/id/37174966/contents
E0.22;E;;Ethyl palmitate;250;mL;SIGMA-ALDRICH;1;8.187.750.250;https://www.sigmaaldrich.com/IT/en/sds/mm/8.18775
E0.22;E;;ETHYL PHENYLACETATE 99%;250;g;SIGMA-ALDRICH;1;108049;https://www.sigmaaldrich.com/IT/en/sds/aldrich/108049
E0.22;F;;FORMALDEHYDE SOLUTION 37%;1;L;MERCK;1;1.040.021.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.04002
E0.22;F;;FORMALDEHYDE SOLUTION 37%;1;L;MERCK;1;1.040.031.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.04003
E0.22;F;;Furfural;1;L;SIGMA-ALDRICH;1;185914;https://www.sigmaaldrich.com/IT/en/sds/sial/185914
E0.22;H;;HEXANOIC ACID;5;mL;MERCK;1;8.001.980.005;https://www.sigmaaldrich.com/IT/en/sds/mm/8.00198
E0.22;H;;HYDROCHLORIC ACID 32%;1;L;SUPELCO;1;1.003.191.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00319
E0.22;H;;HYDROCHLORIC ACID 36%;1;L;SUPELCO;1;1.151.861.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.15186
E0.22;H;;HYDROXYLAMINE HYDROCHLORIDE;100;g;SIGMA-ALDRICH;1;255580;https://www.sigmaaldrich.com/IT/en/sds/sigald/255580
E0.22;I;;Isopropyl butyrate;100;mg;SIGMA-ALDRICH;1;306991;https://www.sigmaaldrich.com/IT/en/sds/aldrich/306991
E0.22;M;;Manganese(II) sulfate monohydrate 99%;25;mL;Alfa Aesar;1;A17615;https://assets.thermofisher.com/DirectWebViewer/private/document.aspx?prd=ALFAAA17615~~PDF~~MTR~~CLP1~~EN~~2021-01-26%2023:35:03~~Manganese(II
E0.22;M;;METHANOL;2,5;L;Honeywell;3;34860;https://lab.honeywell.com/sm/api/rc/documents/download/34860-2.5L_SDS_GB_E?appId=76&catNo=34860-2.5L&matnr=10664602&lang=E&country=GB&type=SDS
E0.22;M;;METHANOL;2,5;L;VWR;1;20.864.420;https://it.vwr.com/assetsvc/asset/en_GB/id/7668339/contents
E0.22;M;;METHYL ORANGE;100;g;Alfa Aesar;1;A17604;https://www.alfa.com/it/msds/?language=EE&subformat=CLP1&sku=A17604
E0.22;M;;METHYLENE BLUE;25;g;VWR;1;34.700.025;https://it.vwr.com/assetsvc/asset/en_GB/id/23068015/contents
E0.22;M;;Molibdenum(IV) oxide 99.5%;25;mL;Alfa Aesar;1;A11159;https://assets.thermofisher.com/DirectWebViewer/private/document.aspx?prd=ALFAAA11159~~PDF~~MTR~~CLP1~~EN~~2021-01-30%2022:07:16~~Molybdenum(VI
E0.22;N;;NITRIC ACID 69%;2,5;L;PANREAC;2;7.210.370.012;https://www.itwreagents.com/download_file/sds/721037/eu/sds_721037_en.pdf
E0.22;O;;ORTO-PHOSPHORIC ACID 85%;1;L;SUPELCO;2;1.005.731.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00573
E0.22;C;;p-Cresol;1;kg;SIGMA-ALDRICH;1;W233706;https://www.sigmaaldrich.com/IT/en/sds/aldrich/w233706
E0.22;P;;PHENYLACETALDEHYDE;100;mL;SIGMA-ALDRICH;1;107395;https://www.sigmaaldrich.com/IT/en/sds/aldrich/107395
E0.22;P;;PHOSPHORIC ACID ;500;mL;SIGMA ALDRICH;1;438081;https://www.sigmaaldrich.com/IT/en/sds/sigald/438081
E0.22;P;;Potassium dichromate;1;kg;MERCK;1;1.048.641.000;https://www.sigmaaldrich.com/IT/en/sds/mm/1.04864
E0.22;P;;Propionic acid;1;L;SIGMA-ALDRICH;1;P1386;https://www.sigmaaldrich.com/IT/en/sds/sigald/p1386
E0.22;S;;SODIUM CHLORITE;2,5;kg;ACROS ORGANICS;1;223230025;https://assets.thermofisher.com/DirectWebViewer/private/document.aspx?prd=ACR22323~~PDF~~MTR~~CLP1~~EN~~2023-02-17%2010:14:33~~Sodium%20chlorite%20%20unstabilized~~
E0.22;S;;SODIUM CHLORITE;250;kg;HONEYWELL;3;71388;https://lab.honeywell.com/sm/api/rc/documents/download/71388-250G_SDS_GB_E?appId=76&catNo=71388-250G&matnr=10647281&lang=E&country=GB&type=SDS
E0.22;S;;STYRENE;1;L;MERCK;1;8.076.791.000;https://www.sigmaaldrich.com/IT/en/sds/mm/8.07679
E0.22;T;;Toluene;1;L;SIGMA-ALDRICH;1;24451;https://www.sigmaaldrich.com/IT/en/sds/sial/244511
E0.22;T;;Toluene;1;L;SIGMA-ALDRICH;1;179418;https://www.sigmaaldrich.com/IT/en/sds/sigald/179418
E0.22;T;;TRYPAN BLUE;25;g;SIGMA-ALDRICH;1;302643;https://www.sigmaaldrich.com/IT/en/sds/aldrich/302643
E0.22;V;;VALERIC ACID;5;mL;MERCK;1;240370;https://www.sigmaaldrich.com/IT/en/sds/aldrich/240370
E0.20;M;;2-Methyl-2,4-pantadiol;1;L;MERCK;1;820.819;https://www.sigmaaldrich.com/IT/en/sds/mm/8.20819
E0.20;A;;Agar;250;g;Millipore;1;5040;https://www.sigmaaldrich.com/IT/en/sds/sial/05040
E0.20;E;;Ethylene glycol;1;L;MERCK;1;100.949;https://www.sigmaaldrich.com/IT/en/sds/mm/1.00949
E0.20;L;;LB Agar;500;g;ROTH;1;X969.1;https://www.carlroth.com/medias/SDB-X969-GB-EN.pdf?context=bWFzdGVyfHNlY3VyaXR5RGF0YXNoZWV0c3wyMjUzOTB8YXBwbGljYXRpb24vcGRmfHNlY3VyaXR5RGF0YXNoZWV0cy9oNWEvaDgyLzkwNTczOTk1Mzc2OTQucGRmfDM2MDc1YTcwNzRlNWU4Y2UzNTEyMDg2ZGZiMDEwM2FkNTRhOTNhMzE4ZjNjNjJhZmFiYTQ4M2JmOTQxODA0NzM
E0.20;O;;Overnight express instant TB media;1;Kg;Millipore;1;71491;https://www.sigmaaldrich.com/IT/en/sds/mm/71491
E0.20;P;;Poly(ethylene glycol) 20K;1;Kg;SIGMA-ALDRICH;1;81300;https://www.sigmaaldrich.com/IT/en/sds/aldrich/81300
E0.20;P;;Poly(ethylene glycol) 3350;1;Kg;SIGMA-ALDRICH;1;88276;https://www.sigmaaldrich.com/IT/en/sds/sigma/88276
E0.20;P;;Poly(ethylene glycol) 420;500;g;SIGMA-ALDRICH;1;202398;https://www.sigmaaldrich.com/IT/en/sds/aldrich/202398
E0.20;P;;Poly(ethylene glycol) 4K;250;g;SIGMA-ALDRICH;1;95904;https://www.sigmaaldrich.com/IT/en/sds/sigma/95904
E0.20;P;;Poly(ethylene glycol) 550 monomethyl ether;1;Kg;FLUKA;1;71578;https://www.sigmaaldrich.com/IT/en/sds/sigma/71578
E0.20;P;;Poly(ethylene glycol) 6K;250;g;SIGMA-ALDRICH;1;81253;https://www.sigmaaldrich.com/IT/it/sds/sigma/81253
E0.20;P;;Poly(ethylene glycol) 8K;250;g;SIGMA-ALDRICH;1;P2139;https://www.sigmaaldrich.com/IT/en/sds/aldrich/p2139
E0.20;P;;Poly(ethylene glycol) methyl ether 2K;1;Kg;FLUKA;1;81321;https://www.sigmaaldrich.com/IT/en/sds/sial/81321
E0.20;P;;Poly(ethylene glycol) methyl ether 5K;250;g;SIGMA-ALDRICH;1;81323;https://www.sigmaaldrich.com/IT/en/sds/aldrich/81323
E0.20;T;;Tryptone;500;g;OXOID;1;LP0043;http://www.remel.com/oxoid/msds/?country=EN
E0.20;Y;;Yeast extract;500;g;OXOID;2;LP0021;http://www.remel.com/oxoid/msds/?country=EN
E0.20;Y;;Yeast extract;250;g;ROTH;1;2363.1;https://www.carlroth.com/medias/SDB-2363-GB-EN.pdf?context=bWFzdGVyfHNlY3VyaXR5RGF0YXNoZWV0c3wyMzAyMzN8YXBwbGljYXRpb24vcGRmfHNlY3VyaXR5RGF0YXNoZWV0cy9oNDYvaDk2LzkwODk3NDQzMDYyMDYucGRmfDhlNGFkZTYyOWNkZThmMWZlNmMxOWQ5YzMzOWFhYmM2ODY2ZjRlZWFiYjUzNWY0Nzk1YmRlMTExMWNkMjQ1NjU
E0.20;D;;1,4-Dioxane;100;mL;SIGMA-ALDRICH;1;296309;https://www.sigmaaldrich.com/IT/en/sds/sial/296309
E0.20;A;;Ammonium chloride;1;kg;SIGMA-ALDRICH;1;9718;https://www.sigmaaldrich.com/IT/en/sds/sigma/09718
E0.20;A;;Ammonium Persulfate (SurCast APS);25;g;Invitrogen;1;HC2005;https://www.thermofisher.com/document-connect/document-connect.html?url=https://assets.thermofisher.com/TFS-Assets%2FLSG%2FSDS%2FHC2005_MTR-EULT_BE.pdf
E0.20;A;;Ammonium sulfate;1;kg;FLUKA;1;191;https://www.sigmaaldrich.com/IT/en/sds/sigma/09978
E0.20;C;;Copper(II) sulfate pentahydrate;500;g;MERCK;1;102.790;https://www.sigmaaldrich.com/IT/en/sds/mm/1.02790
E0.20;D;;Dimethyl sulfoxide;1;L;SIGMA-ALDRICH;1;34869;https://www.sigmaaldrich.com/IT/en/sds/sigald/34869
E0.20;G;;Glycerol;1;L;SIGMA-ALDRICH;2;G7757;https://www.sigmaaldrich.com/IT/en/sds/sigald/g7757
E0.20;M;;Magnesium sulfate;500;g;VWR Chemicals;1;25.164.265;https://it.vwr.com/assetsvc/asset/en_GB/id/7668238/contents
E0.20;M;;Manganese(II) chloride;10;g;SIGMA-ALDRICH;1;244589;https://www.sigmaaldrich.com/IT/en/sds/aldrich/244589
E0.20;N;;Nickel sulfate hexahydrate;500;g;SIGMA-ALDRICH;1;227676;https://www.sigmaaldrich.com/IT/en/sds/sigald/227676
E0.20;P;;Potassium acetate;500;g;SIGMA-ALDRICH;1;P5708;https://www.sigmaaldrich.com/IT/en/sds/sial/p5708
E0.20;P;;Potassium bromide;1;Kg;SIGMA-ALDRICH;1;P0838;https://www.sigmaaldrich.com/IT/en/sds/sial/p0838
E0.20;P;;Potassium bromide;25;g;SIGMA-ALDRICH;1;221864;https://www.sigmaaldrich.com/IT/en/sds/sigald/221864
E0.20;P;;Potassium chloride ;500;g;SIGMA-ALDRICH;1;P5405;https://www.sigmaaldrich.com/IT/en/sds/sigma/p5405
E0.20;P;;Potassium dihydrogen phosphate;500;g;Carlo Erba;1;471686;https://www.carloerbareagents.com/cerstorefront/medias/CH0549-EU.pdf?context=bWFzdGVyfHNhZmV0eS1kYXRhLXNoZWV0c3wyMTE2NTZ8YXBwbGljYXRpb24vcGRmfGFEZzJMMmd6TlM4eE5UUXlNVFl4TnpRM01UVXhPQzlEU0RBMU5EbGZSVlV1Y0dSbXw4YTc3NzZlZDdlZjAxMmM4OTM4N2RlYWMxOTEwZjE3YmM1M2Y0NTkzMjZiZDMyZWY4NzFmMmM1OTM4Zjg0OWQz&attachment=true
E0.20;P;;Potassium hydroxide;1;Kg;MERCK;1;105.012;https://www.sigmaaldrich.com/IT/en/sds/mm/1.05012
E0.20;P;;Potassium iodide;100;g;SIGMA-ALDRICH;1;746428;https://www.sigmaaldrich.com/IT/en/sds/sigald/746428
E0.20;P;;Potassium nitrate;1;Kg;MERCK;1;105.063;https://www.sigmaaldrich.com/IT/en/sds/mm/1.05063
E0.20;P;;Potassium phosphate dibasic;1;Kg;SIGMA-ALDRICH;1;4248;https://www.sigmaaldrich.com/IT/en/sds/sigald/p3786
E0.20;P;;Potassium phosphate monobasic;1;Kg;SIGMA-ALDRICH;1;P5655;https://www.sigmaaldrich.com/IT/en/sds/sigma/p5655
E0.20;P;;Potassium thiocyanate;500;g;SIGMA-ALDRICH;2;207799;https://www.sigmaaldrich.com/IT/en/sds/mm/1.05125
E0.20;R;;Rubidium chloride;10;g;SIGMA-ALDRICH;1;R2252;https://www.sigmaaldrich.com/IT/en/sds/aldrich/r2252
E0.20;Z;;Zinc sulfate heptahydrate;1;kg;MERCK;;108.883;https://www.sigmaaldrich.com/IT/en/sds/mm/1.08883
E0.20;B;;1,3-Bis[tris(hydroxymethyl)methylamino]propane;100;g;AlfaAesar;1;43496;https://www.alfa.com/it/msds/?language=EE&subformat=CLP1&sku=43496
E0.20;B;;BICINE;100;g;SIGMA-ALDRICH;1;B3876;https://www.sigmaaldrich.com/IT/en/sds/sigma/b3876
E0.20;B;;Bis-Tris 98%;500;g;ThermoScientific;1;J12112;https://assets.thermofisher.com/DirectWebViewer/private/document.aspx?prd=ALFAAJ12112~~PDF~~MTR~~CLP1~~EN~~2022-06-28%2015:38:10~~Bis-Tris%20%20Ultrapure%20%20Thermo%20Scientific~~
E0.20;B;;BIS-TRIS propane;25;g;SIGMA-ALDRICH;1;B6755;https://www.sigmaaldrich.com/IT/en/sds/sigma/b6755
E0.20;B;;Boric acid;250;g;SIGMA-ALDRICH;1;B7901;https://www.sigmaaldrich.com/IT/en/sds/sigma/b7901
E0.20;C;;Citric acid;100;g;SIGMA-ALDRICH;1;251275;https://www.sigmaaldrich.com/IT/en/sds/sial/251275
E0.20;C;;Citric acid;500;g;SIGMA-ALDRICH;1;C0759;https://www.sigmaaldrich.com/IT/en/sds/sial/c0759
E0.20;M;;DL-Malic acid;1;Kg;ROTH;1;251275;https://www.sigmaaldrich.com/IT/en/sds/sial/251275
E0.20;E;;Ethylendiaminetetraacetic acid;1;Kg;FLUKA;1;3701;https://www.sigmaaldrich.com/IT/en/sds/sial/03701
E0.20;H;;HEPES;500;g;SIGMA-ALDRICH;1;H4034;https://www.sigmaaldrich.com/IT/en/sds/sigma/h4034
E0.20;H;;HEPES;250;g;SIGMA-ALDRICH;1;H3375;https://www.sigmaaldrich.com/IT/en/sds/sigma/h3375
E0.20;M;;MES hydrate, minimum 99,5% titation;250;g;SIGMA-ALDRICH;1;M8250;https://www.sigmaaldrich.com/IT/en/sds/sigma/m8250
E0.20;M;;MOPS;100;g;SIGMA-ALDRICH;5;M3183;https://www.sigmaaldrich.com/IT/en/sds/sigma/m3183
E0.20;P;;PIPES;25;g;SIGMA-ALDRICH;1;P6757;https://www.sigmaaldrich.com/IT/en/sds/sigma/p6757
E0.20;S;;Sodium bisulfate;25;g;FLUKA;1;71656;https://lab.honeywell.com/sm/api/rc/documents/download/71656-250G_SDS_GB_E?appId=76&catNo=71656-250G&matnr=10646503&lang=E&country=GB&type=SDS
E0.20;S;;Sodium bromide;1;Kg;VWR Chemicals;1;27.739.298;https://it.vwr.com/assetsvc/asset/en_GB/id/7668196/contents
E0.20;S;;Sodium cacodylate trihydrate;25;g;SIGMA-ALDRICH;1;20840;https://www.sigmaaldrich.com/IT/en/sds/sial/20840
E0.20;S;;Sodium carbonate;500;g;SIGMA-ALDRICH;1;S7795;https://www.sigmaaldrich.com/IT/en/sds/sial/s7795
E0.20;S;;Sodium chloride;1;Kg;SIGMA-ALDRICH;1;S9888;https://www.sigmaaldrich.com/IT/en/sds/sigald/s9888
E0.20;S;;Sodium citrate;500;g;SIGMA-ALDRICH;1;S1804;https://www.sigmaaldrich.com/IT/en/sds/sial/s1804
E0.20;S;;Sodium fluoride;250;g;MERCK;1;106.449;https://www.sigmaaldrich.com/IT/en/sds/mm/1.06449
E0.20;S;;Sodium formate;1;Kg;SIGMA-ALDRICH;1;71541;https://www.sigmaaldrich.com/IT/en/sds/sigma/71539
E0.20;S;;Sodium hydrogen carbonate;1;Kg;MERCK;1;106.329;https://www.sigmaaldrich.com/IT/en/sds/mm/1.06329
E0.20;S;;Sodium hydrosulfite;25;g;AlfaAesar;1;33381;https://www.alfa.com/it/msds/?language=EE&subformat=CLP1&sku=33381
E0.20;S;;Sodium iodide;1;Kg;VWR Chemicals;1;27.916.291;https://it.vwr.com/assetsvc/asset/en_GB/id/7668700/contents
E0.20;S;;Sodium malonate dibasic monohydrate;100;g;SIGMA-ALDRICH;1;M4795;https://www.sigmaaldrich.com/IT/en/sds/sigma/m4795
E0.20;S;;Sodium metabisulfite;1;Kg;Carlo Erba;1;481287;https://www.carloerbareagents.com/cerstorefront/medias/CH0225-EU.pdf?context=bWFzdGVyfHNhZmV0eS1kYXRhLXNoZWV0c3wzNDY5OTJ8YXBwbGljYXRpb24vcGRmfGFEVTNMMmc0Wmk4eE5UUXhPVGM0TkRBek5qTTRNaTlEU0RBeU1qVmZSVlV1Y0dSbXxlNjA0ZTJkNTEzMGQyODk2MGFkODQ0Y2I2MWRhODU2Nzg1OTFhZjNjMjhiYTFkOThhNmU1Nzg4MGVkYWM0Mzg0&attachment=true
E0.20;S;;Sodium phosphate dibasic;1;Kg;SIGMA-ALDRICH;1;S7907;https://www.sigmaaldrich.com/IT/en/sds/sial/s7907
E0.20;S;;Sodium phosphate monobasic;1;Kg;SIGMA-ALDRICH;1;71500;https://www.sigmaaldrich.com/IT/en/sds/sial/71500
E0.20;S;;Sodium sulfate anhydrous;1;Kg;FLUKA;1;71962;https://lab.honeywell.com/sm/api/rc/documents/download/71962-1KG_SDS_GB_E?appId=76&catNo=71962-1KG&matnr=10284406&lang=E&country=GB&type=SDS
E0.20;T;;Tris(hydroxymethyl)aminomethane (TRIS, Trometamol);1;Kg;VWR Chemicals;1;87.020.290;https://it.vwr.com/assetsvc/asset/en_GB/id/7667819/contents
E0.20;R;;D-(+) Raffinose;25;g;SIGMA-ALDRICH;1;R0250;https://www.sigmaaldrich.com/IT/en/sds/sigma/r0250
E0.20;B;;1,4-Butanediol;100;ml;SIGMA-ALDRICH;1;240559;https://www.sigmaaldrich.com/IT/en/sds/sial/240559
E0.20;A;;2-Acrylamido-2-methylpropanesulfonic acid;100;g;Millipore;1;818.667;https://www.sigmaaldrich.com/IT/en/sds/mm/8.18667
E0.20;M;;2-Mercaptoethanol;10;ml;CARLO ERBA;1;460691;https://www.carloerbareagents.com/cerstorefront/medias/CH1143-EU.pdf?context=bWFzdGVyfHNhZmV0eS1kYXRhLXNoZWV0c3w1NDY3MTV8YXBwbGljYXRpb24vcGRmfGFEY3lMMmhpTnk4eE5UUTBPVE0xTmpJM01UWTBOaTlEU0RFeE5ETmZSVlV1Y0dSbXw5MTkzNDBkNmMzNzdmODliZmNmNTYxZTVhZGJlMWUwOTQ5NGZkOGM0OWE5NjU3ZjMwNTIyNDBkMDAxYmU3ZGUz&attachment=true
E0.20;A;;4-Aminobenzoic acid;250;g;Millipore;1;822.312;https://www.sigmaaldrich.com/IT/en/sds/mm/8.22312
E0.20;P;;4-Phenyl-2-butanone;100;ml;SIGMA-ALDRICH;1;B16003;https://www.sigmaaldrich.com/IT/en/sds/aldrich/b16003
E0.20;A;;Albumin standard;10;ml;ThermoScientific;1;23209;https://www.thermofisher.com/document-connect/document-connect.html?url=https://assets.thermofisher.com/TFS-Assets%2FLSG%2FSDS%2F23209_MTR-EULT_BE.pdf
E0.20;A;;Amaranth;50;g;SIGMA-ALDRICH;1;A1016;https://www.sigmaaldrich.com/IT/en/sds/sigma/a1016
E0.20;A;;Antifoam A;100;g;SIGMA-ALDRICH;1;10794;https://www.sigmaaldrich.com/IT/en/sds/sigma/10794
E0.20;B;;Benzenesulphonic acid;5;g;MERCK;1;800.468;https://www.sigmaaldrich.com/IT/en/sds/mm/8.00468
E0.20;C;;?-Cyclodextrin, 98%;25;g;ThermoScientific;1;406000250;https://assets.thermofisher.com/DirectWebViewer/private/document.aspx?prd=ACR40600~~PDF~~MTR~~CLP1~~EN~~2020-12-21%2022:22:49~~beta-Cyclodextrin~~
E0.20;C;;CHAPS;5;g;ThermoScientific;1;28300;https://www.thermofisher.com/document-connect/document-connect.html?url=https://assets.thermofisher.com/TFS-Assets%2FLSG%2FSDS%2FRF0359_MTR-EURF_BE.pdf
E0.20;G;;D-Galactose;100;g;CalbioChem;1;3455;https://www.sigmaaldrich.com/IT/en/sds/mm/3455
E0.20;S;;D-Sorbitol;500;g;SIGMA-ALDRICH;1;S1876;https://www.sigmaaldrich.com/IT/en/sds/sigma/s1876
E0.20;E;;Erythrosin B;25;g;SIGMA-ALDRICH;1;198269;https://www.sigmaaldrich.com/IT/en/sds/sial/198269
E0.20;G;;Glucose;1;Kg;SIGMA-ALDRICH;1;G7021;https://www.sigmaaldrich.com/IT/en/sds/sigma/g7021
E0.20;G;;Glycine;100;g;SIGMA-ALDRICH;1;G7126;https://www.sigmaaldrich.com/IT/en/sds/sigma/g7126
E0.20;G;;Guanidium Chroride;1;Kg;Millipore;1;104.220;https://www.sigmaaldrich.com/IT/en/sds/mm/1.04220
E0.20;I;;Imidazole;1;Kg;Millipore;1;814.223;https://www.sigmaaldrich.com/IT/en/sds/mm/8.14223
E0.20;I;;Imidazole;500;g;SIGMA-ALDRICH;1;I2399;https://www.sigmaaldrich.com/IT/en/sds/sial/i2399
E0.20;I;;Imidazole;500;g;ThermoScientific;1;A10221;https://assets.thermofisher.com/DirectWebViewer/private/document.aspx?prd=ALFAAA10221~~PDF~~MTR~~CLP1~~EN~~2021-01-15%2018:11:13~~Imidazole~~
E0.20;I;;Indigo carmine;25;g;SIGMA-ALDRICH;1;I8130;https://www.sigmaaldrich.com/IT/en/sds/sial/i8130
E0.20;K;;Kanamycin sulphate;25;g;PanReac-AppliChem;2;A1493;https://www.itwreagents.com/download_file/sds/A1493/eu/sds_A1493_en.pdf
E0.20;L;;Lactose monohydrate ;1;Kg;SIGMA-ALDRICH;1;L3625;https://www.sigmaaldrich.com/IT/en/sds/sigma/l3625
E0.20;L;;Lactulose;5;g;SIGMA-ALDRICH;1;61360;https://www.sigmaaldrich.com/IT/en/sds/sigma/61360
E0.20;L;;L-Lysine;100;ml;SIGMA-ALDRICH;1;62840;https://www.sigmaaldrich.com/IT/en/sds/aldrich/62840
E0.20;O;;L-ornithine monohydrochloride;25;g;SIGMA-ALDRICH;1;75469;https://www.sigmaaldrich.com/IT/en/sds/sigma/75469
E0.20;A;;N-Acetyl-L-cysteine;25;g;MERCK;1;112.422;https://www.sigmaaldrich.com/IT/en/sds/mm/1.12422
E0.20;H;;n-Heptyl ?-D-glucopyranoside;500;mg;SIGMA-ALDRICH;1;51980;https://www.sigmaaldrich.com/IT/en/sds/sigma/51980
E0.20;S;;Sodium dodecyl sulfate;100;g;SIGMA-ALDRICH;2;L3771;https://www.sigmaaldrich.com/IT/en/sds/sigma/l3771
E0.20;S;;Succinic acid ;100;g;SIGMA-ALDRICH;1;S3674;https://www.sigmaaldrich.com/IT/en/sds/sial/s3674
E0.20;S;;Sucralose;100;g;SIGMA-ALDRICH;1;69293;https://www.sigmaaldrich.com/IT/en/sds/sigma/69293
E0.20;S;;Sucrose;250;g;FLUKA;1;84100;https://www.sigmaaldrich.com/IT/en/sds/sial/84100
E0.20;S;;Sucrose;1;Kg;Millipore;1;107.687;https://www.sigmaaldrich.com/IT/en/sds/mm/1.07687
E0.20;T;;Tartrazin;100;g;SIGMA-ALDRICH;1;T0388;https://www.sigmaaldrich.com/IT/en/sds/sigma/t0388
E0.20;T;;Trans-4-phenyl-3-butene-2-one;50;g;SIGMA-ALDRICH;1;241091;https://www.sigmaaldrich.com/IT/en/sds/aldrich/241091
E0.20;T;;Triton;500;ml;SIGMA-ALDRICH;1;X100;https://www.sigmaaldrich.com/IT/en/sds/sial/x100
E0.20;T;;Triton X 100;500;ml;ROTH;1;3051.4;https://www.carlroth.com/medias/SDB-3051-GB-EN.pdf?context=bWFzdGVyfHNlY3VyaXR5RGF0YXNoZWV0c3wyODYzOTV8YXBwbGljYXRpb24vcGRmfHNlY3VyaXR5RGF0YXNoZWV0cy9oNzIvaDA5LzkwODg5ODQ0MTYyODYucGRmfDI2MWI0MjhmOWUyMTYxOWQ0MTdhOWRiYjMwMDNkMGY4ZTQ4YTYyNmY0MWI1NzVjNzA0OTk0NTdiZGNhZjg2Mzg
